Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.06,69,4.3,Climax Group,T
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0.06,,,,
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.06,,,"Treyarch, Infinity Ward",M
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0.06,,,,
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.06,65,,Bullets,E
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.06,,,,
Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0.06,,,,
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.06,59,6.6,Eutechnyx,T
Satisfashion,DS,2010,Misc,Destineer,0.06,,,,
Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.06,,,Magic Pockets,E
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.06,,,,
Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06,,,,
Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0.06,,,,
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0.06,,,,
Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.06,,,,
Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,,,,
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0.06,,,,
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.06,30,3.5,Artoon,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.06,35,6.1,Cauldron Ltd.,T
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,0.06,,,Arc System Works,T
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.06,83,8.9,"Orbital Media, Inc.",E
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.06,,7.9,Sony Bend,T
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.06,,,,
Mayhem 3D,PS3,2011,Racing,Evolved Games,0.06,53,,"Left Field Productions, Zoo Games",E10+
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0.06,,,,
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.06,60,8.4,Krome Studios,
Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0.06,,,,
Inversion,X360,2012,Shooter,Namco Bandai Games,0.06,53,6.5,Saber Interactive,M
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0.06,,,,
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.06,,,,
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0.06,83,5.8,Slightly Mad Studios,E
Mercury Meltdown,PSP,2006,Action,Atari,0.06,78,7.8,Ignition Entertainment,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.06,71,8.3,Tri-Ace,T
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0.06,72,8.1,Blue Fang Games,E
Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.06,,,,
Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.06,,,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0.06,,,,
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.06,42,5,Collision Studios,E10+
Myst III: Exile,XB,2002,Adventure,Ubisoft,0.06,55,,Presto Studios,E
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0.06,,,,
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.06,71,,Harmonix Music Systems,E10+
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0.06,,,,
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.06,60,,Hudson Entertainment,E
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.06,48,,Collision Studios,E10+
Jumble Madness,DS,2009,Puzzle,Destineer,0.06,,,Anino Entertainment,E10+
Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.06,,,,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0.06,,,,
Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0.06,,,,
Fatal Frame,XB,2002,Action,Tecmo Koei,0.06,77,8.6,Tecmo,T
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.06,73,7.8,Rocksteady Studios,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.06,44,4.6,Ubisoft Shanghai,T
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0.06,,,,
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0.06,,,,
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.06,74,7.2,Prope,E
Resident Evil 2,GC,2003,Action,Capcom,0.06,59,8.5,Capcom,M
Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.06,61,,Hudson,E
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0.06,,,,
Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0.06,,,,
Catwoman,XB,2004,Action,Electronic Arts,0.06,45,4.6,EA Games,T
Aquarium by DS,DS,2008,Simulation,Mercury Games,0.06,,,,
Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.06,,,49Games,E
Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0.06,,,,
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.06,54,3.5,505 Games,T
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0.06,,,,
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.06,44,8.1,Omega Force,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.06,69,7.5,Gust,E10+
Burning Rangers,SAT,1998,Platform,Sega,0.06,,,,
Flip's Twisted World,Wii,N/A,Platform,Unknown,0.06,47,,"Majesco Games, Majesco",E
Street Fighter V,PC,2016,Fighting,Capcom,0.06,74,2.9,Capcom,T
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.06,,,,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0.06,,,,
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0.06,,,Omega Force,T
Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.06,,,,
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.06,71,9,WinkySoft,E
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.06,27,,SingleTrac,E
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0.06,,,,
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0.06,,,,
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.06,42,4.1,Rainbow Studios,E
Gun Showdown,PSP,2006,Action,Activision,0.06,73,7.6,"Rebellion, Neversoft Entertainment",M
Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.06,50,,Taniko,T
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0.06,,,,
G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0.06,,,,
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.06,81,7.6,Exient Entertainment,E
Mobile Ops: The One Year War,X360,N/A,Simulation,Namco Bandai Games,0.06,,,"Dimps Corporation, Dream Execution",
Constantine,XB,2005,Action,SCi,0.06,60,7.1,Bits Studios,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.06,64,7.1,Ubisoft Montreal,M
Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0.06,,,,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0.06,,,,
Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,0.06,,,,
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0.06,,,,
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,74,8.2,SNK Playmore,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.06,82,8.4,GSC Game World,M
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.06,71,7.7,Shin'en,E
Wantame Fortune Channel,DS,2007,Misc,Capcom,0.06,,,,
Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,,,,
Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0.06,,,,
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0.06,,,,
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.06,59,8.4,Adrenium,T
Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,0.06,,,,
Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0.06,,,,
Tropico 5,X360,2014,Simulation,Kalypso Media,0.06,71,7.2,Haemimont,T
Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.06,,6.8,Powerhead Games,E
Zero Divide,PS,1995,Fighting,Ocean,0.06,,,,
FIFA Street,GC,2005,Sports,Electronic Arts,0.06,,,,
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.06,67,,Cattle Call,T
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0.06,25,1.9,HB Studios Multimedia,E
Real Soccer 2009,DS,2008,Sports,Ubisoft,0.06,70,,Ubisoft,E
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.06,68,9.1,From Software,T
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.06,88,7.8,"Z-Axis, Ltd.",T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.06,62,6.9,Clover Studio,T
ZombiU,PS4,2016,Action,Ubisoft,0.06,,,,
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.06,60,6.9,Hit Maker,E10+
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.06,,6.5,Design Factory,M
X-Men: Destiny,DS,2011,Action,Activision,0.06,33,5.6,Silicon Knights,E10+
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0.06,,,,
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.06,,,HB Studios Multimedia,E
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.06,81,7.8,Maxis,T
Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.06,,,High Voltage Software,T
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.06,60,7.7,Idea Factory,T
Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0.06,,,,
SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0.06,,,,
Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.06,,,,
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.06,73,8.4,Andamiro U.S.A. Corp.,T
World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.06,,,Crave,E
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0.06,,,,
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.06,64,6.4,TOYBOX,T
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.06,58,,Stealth Studios,T
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.06,78,6.8,Evolution Studios,E
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0.06,,,,
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.06,,,,
Dr. Muto,XB,2002,Platform,Midway Games,0.06,70,,Midway,T
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.06,65,7.8,KnowWonder,E
Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0.06,,,,
Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,0.06,54,3.6,Ubisoft Quebec,M
Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.06,,,,
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.06,70,8.6,"Orbital Media, Inc.",E10+
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0.06,,,,
Remember Me,PC,2013,Action,Capcom,0.06,65,7.4,DONTNOD Entertainment,M
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0.06,,,,
The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.06,,,TT Fusion,E10+
Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0.06,,,,
Myst,SAT,1994,Adventure,Sunsoft,0.06,,,,
Miracle Girls Festival,PSV,2015,Misc,Sega,0.06,,,,
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0.06,,,,
Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.06,,,,
Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0.06,,,O-Games,E
Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0.06,,,,
Zendoku,DS,2007,Puzzle,Eidos Interactive,0.06,68,,Zoonami Ltd.,E
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0.06,,,,
Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.06,,,Powerhead Games,E
FIFA Soccer 06,DS,2005,Sports,Electronic Arts,0.06,,,,
A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0.06,,,,
Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0.06,,,,
MotoGP,GBA,2002,Racing,THQ,0.06,67,,Visual Impact,E
Dino Pets,DS,2009,Simulation,Avanquest,0.06,,,Destineer,E
ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.06,62,,Konami,E
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0.06,,,,
KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0.06,,,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0.06,,,,
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.06,34,,Revolution Software,E
Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0.06,,,,
NBA Live 07,XB,2006,Sports,Electronic Arts,0.06,69,6.8,EA Sports,E
Caligula,PSV,2016,Role-Playing,FuRyu,0.06,,,Aquria,
BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.06,53,,Cave Barn,E
Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0.06,,,,
Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.06,,,Arc System Works,E
Handball 16,PS4,2015,Sports,Bigben Interactive,0.06,,3,EKO Software,E
Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,0.06,,,,
Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.06,37,,Radius9,E
Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.06,,,Zig Zag,E
Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0.06,,,Omega Force,T
Ride to Hell,X360,2013,Racing,Deep Silver,0.06,19,1.3,"Eutechnyx, Deep Silver",M
The King of Fighters '96,NG,1996,Fighting,SNK,0.06,,,,
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0.06,,,,
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.06,50,,Artech Studios,T
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0.06,,,,
Backyard NFL Football '08,PS2,2007,Sports,Atari,0.06,,,,
The Saboteur,PC,2009,Action,Electronic Arts,0.06,76,8,Pandemic Studios,M
Gunbird,SAT,1995,Shooter,Atlus,0.06,,,,
Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0.06,,,,
Hail to the Chimp,X360,2008,Misc,Gamecock,0.06,52,6.1,Wideload Games Inc.,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.06,68,8.2,Ubisoft Shanghai,M
Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.06,76,,Alfa System,T
Rocket League,PC,2016,Sports,505 Games,0.06,86,8.2,Psyonix,E
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0.06,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.06,,,,
WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.06,,,,
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.06,60,,Amble,E10+
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.06,,,,
Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0.06,,,,
Whiplash,XB,2003,Racing,Eidos Interactive,0.06,68,,Crystal Dynamics,T
V-Rally 3,PS2,2002,Racing,Atari,0.06,82,7.4,Eden Studios,E
Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0.06,,,,
Impact Racing,PS,1996,Racing,JVC,0.06,,,,
Mirror's Edge,PC,2009,Platform,Electronic Arts,0.06,81,8.1,EA DICE,T
Titan Quest,PC,2006,Role-Playing,THQ,0.06,77,8.1,Iron Lore Entertainment,T
Amazing Island,GC,2004,Strategy,Sega,0.06,59,6.6,Hitmaker,E
Space Chimps,DS,2008,Platform,Brash Entertainment,0.06,59,,"Red Tribe, Brash Entertainment",E
SeaBlade,XB,2002,Shooter,TDK Mediactive,0.06,48,,Simon & Schuster,T
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,0.06,,,,
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.06,53,,Artificial Mind and Movement,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.06,65,7.9,Ninja Studio,T
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0.06,,,,
Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0.06,,,,
Point Blank DS (US sales),DS,2006,Shooter,Atari,0.06,,,,
Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.06,,,Giants Software,
MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.06,,,,
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.06,63,7.3,Piranha Bytes,T
Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,,,,
Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0.05,,,,
Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0.05,,,,
History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,42,,Slitherine,E10+
7 Days to Die,XOne,2016,Action,Telltale Games,0.05,35,5.2,The Fun Pimps Entertainment LLC,M
Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.05,,,UFO Interactive,E
Worms World Party,GBA,2002,Strategy,Ubisoft,0.05,75,,Fluid Studios,E
Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.05,,,,
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,30,3.6,Sensory Sweep,E
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.05,43,6.2,Capcom,M
Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.05,60,8.8,Climax Group,E
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.05,78,9.1,Codo Games,E10+
F1 2010,PC,2010,Racing,Codemasters,0.05,84,6.6,Codemasters Birmingham,E
Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.05,65,7.1,Acclaim Studios Manchester,M
Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0.05,,,,
Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0.05,,8.8,Bullfrog Productions,M
Bombastic,PS2,2002,Puzzle,Capcom,0.05,72,7.2,Shift,E
NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.05,,,,
My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.05,,,"Scholastic, Inc.",E
Chocolatier,DS,2010,Misc,Zoo Games,0.05,,,Zoo Games,E
Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,,,Red Wagon Games,E
Jewel Link Chronicles: Mountains of Madness,DS,N/A,Puzzle,Avanquest,0.05,,,Avanquest Software,E10+
Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.05,,,,
Samurai Dou Portable,PSP,2008,Action,Spike,0.05,,,,
Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,Sega,0.05,,,,
Coraline,Wii,2009,Action,D3Publisher,0.05,42,5.5,Papaya Studios,E10+
Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,,,Visual Concepts,E
Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0.05,,,,
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.05,70,,Matrix Software,E
NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.05,53,,Acclaim,E
Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,58,,Razorback Developments,E
Chaos;Child,PSV,2015,Adventure,5pb,0.05,,,,
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.05,83,6.9,Paradox Development Studio,
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.05,70,8.3,Raylight Studios,T
Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,,,Trine Games,E
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.05,69,7.2,Double Helix Games,M
"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0.05,,,Legacy Interactive,T
Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,57,6,High Voltage Software,T
Sega Soccer Slam,XB,2002,Sports,Sega,0.05,80,8.5,Black Box,E
Enemy Front,PS3,2014,Shooter,City Interactive,0.05,43,6,CI Games,M
Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0.05,,,,
Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,66,,Icon Games,E
Blood Omen 2,GC,2002,Action,Eidos Interactive,0.05,71,,Crystal Dynamics,M
Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.05,66,,Now Production,T
Ghostbusters (2016),PS4,2016,Action,Activision,0.05,,,,
Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0.05,,,,
Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,36,,Cowboy Rodeo,T
Carve,XB,2004,Racing,Global Star,0.05,64,,Argonaut Games,E
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.05,55,,Terminal Reality,T
GunPey,PSP,2006,Puzzle,Atari,0.05,62,,Q Entertainment,E10+
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,63,5.1,Double Helix Games,T
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0.05,,,,
McDROID,PSP,2011,Strategy,Namco Bandai Games,0.05,,,,
Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.05,,,,
WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.05,50,,Konami,E
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.05,66,8,Omega Force,T
Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0.05,,,Omega Force,T
Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0.05,,,,
FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.05,76,,Exient Entertainment,E
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.05,65,,Micro Cabin,T
The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0.05,76,6.7,Cranberry Production,
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.05,,,,
4 Elements,PC,2009,Puzzle,Mastertronic,0.05,,7.4,Playrix Entertainment,E
Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0.05,,,,
New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0.05,,,,
Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.05,,,LDW,E
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.05,,,,
Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,,,,
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.05,59,7.4,Airtight Games,M
Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,75,,Digital Eclipse,E
Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0.05,,,,
Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.05,78,8.3,UGA,E
MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.05,59,,Blue Shift,E10+
Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,,,WayForward,E10+
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.05,57,7.8,Idea Factory,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.05,76,8.3,Taito Corporation,E
